query_name,hp_desc,hp_id,score
Cone-like epiphysis of the proximal phalanx of the 2nd digit,bone proximal phalanx of digit 2,HP_0041211,13.90586508155899
Tapered epiphysis of the proximal phalanx of the second finger,Tapered finger,HP_0001182,19.39266074697337
Pointed epiphysis of the proximal phalanx of the 2nd finger,Pointed proximal metacarpals,HP_0006119,14.382585454592233
Pyramidal epiphysis of the proximal phalanx of the second digit,Pyramidal signs,HP_0007256,13.986149009771436
Speckling of the epiphysis of the proximal phalanx of the third toe,Short proximal phalanx of the third toe,HP_0100395,14.532270806578257
Dotted pattern on the epiphysis of the proximal phalanx of the 3rd toe,Abnormality of the epiphysis of the proximal phalanx of the 3rd toe,HP_0100093,14.0634073317343
Punctate appearance of the epiphysis of the proximal phalanx of the third toe,Punctate cataract,HP_0007648,14.567772593093935
Spotted epiphysis of the proximal phalanx of the 3rd toe,Menstrual spotting,HP_0100608,16.946744401328516
Freckling of the epiphysis of the proximal phalanx of the third toe,Freckling,HP_0001480,24.060042503058682
Decreased facial muscle tone,Decreased facial muscle tone,HP_0000297,19.97325944934779
Reduced facial muscle tension,Reduced facial muscle tone,HP_0000297,13.87114157242235
Facial muscle weakness,Facial weakness,HP_0030319,19.230405224950008
Low facial muscle tone,Low facial muscle tone,HP_0000297,21.014411400688587
Weak facial muscle tone,Facial weakness,HP_0030319,19.230405224950008
Irregular incisor shape,Screwdriver-shaped incisors,HP_0006346,11.97405354872441
Unusual incisor structure,Unusual facies,HP_0001999,13.868933780756624
Abnormal incisor form,X-linked form,HP_0001417,13.154037147491087
Atypical incisor configuration,Atypical behavior,HP_0000708,13.154037147491087
Abnormality in incisor shape,Abnormality of shape of incisor,HP_0011063,15.503621743615996
Eagle-Barrett syndrome,Barrett oesophagus,HP_0100580,15.497464049168894
Triad syndrome,Nephrotic syndrome,HP_0000100,11.07305513941145
Obrinsky syndrome,Nephrotic syndrome,HP_0000100,11.07305513941145
Fröhlich syndrome,Nephrotic syndrome,HP_0000100,11.07305513941145
Abdominal muscle deficiency syndrome,Deficiency of neck muscle,HP_0008984,12.414762971320666
Speechlessness,,,-1.0
Aphasia,Aphasia,HP_0002381,24.455814706817264
Silence,,,-1.0
Nonvocal,,,-1.0
Voicelessness,,,-1.0
Distorted taste,Distortion of face,HP_0001999,14.567772593093935
Taste perversion,Decreased taste,HP_0000224,13.759809013249049
Abnormal taste sensation,Abnormality of taste sensation,HP_0000223,21.633183287425624
Altered taste perception,Altered sense of taste,HP_0031249,19.428508940397123
Taste distortion,Distortion of face,HP_0001999,14.567772593093935
Irregular ratio of naive T cells,Abnormal naive T cell proportion,HP_0031396,11.523258251828402
Unusual proportion of naive T cells,Abnormal naive T cell proportion,HP_0031396,16.940648200392037
Atypical percentage of naive T cells,Atypical behavior,HP_0000708,13.154037147491087
Non-standard distribution of naive T cells,Intertriginous distribution,HP_0034432,13.083728604719946
Aberrant count of naive T cells,Aberrant thyroid,HP_0100028,15.209089365408673
Fish scale disease,Scaling skin,HP_0040189,14.965272044361734
Scaly skin condition,Scaly skin,HP_0040189,24.579157854638805
Ichthyosis vulgaris,Ichthyosis,HP_0008064,24.455814706817264
Xeroderma,,,-1.0
Epidermal scaling,Scaling skin,HP_0040189,14.965272044361734
Retinal degeneration,Retinal degeneration,HP_0000546,21.41428254209208
Chorioretinal degeneration,Chorioretinal abnormality,HP_0000532,14.754067874118297
Atrophy of the retina and choroid,Choroiditis,HP_0012123,22.538786265894167
Retinochoroidal atrophy,Testicular atrophy,HP_0000029,9.919883871636978
Degenerative retinopathy,Retinopathy,HP_0000488,22.64725849906027
Ectopic kidney,Ectopic kidneys,HP_0000086,23.2112377877283
Renal ectopia,Renal ectopia,HP_0000086,22.980322504143093
Kidney malposition,Malposition of teeth,HP_0000692,14.567772593093935
Abnormal kidney location,Abnormal kidney location,HP_0000086,20.171923764190627
Misplaced kidney,Multicystic kidneys,HP_0000003,10.381120230554208
Irregular frontal region shape,Abnormal shape of the frontal region,HP_0011218,16.385461673131974
Unusual shape of the frontal area,Unusual mouth shape,HP_0011338,15.049735847611231
Deformed frontal region,Dysmorphic frontal region,HP_0011218,15.959043094945049
Atypical frontal region shape,Abnormal shape of the frontal region,HP_0011218,16.385461673131974
Abnormal frontal area form,X-linked form,HP_0001417,13.154037147491087
Complete heart block,Complete heart block,HP_0001709,23.27053850759154
Complete AV block,2:1 AV block,HP_0034305,27.58418543129239
Third degree heart block,Third-degree heart block,HP_0001709,26.821152105775155
Total atrioventricular block,Atrioventricular block,HP_0001678,24.817507898288927
Full atrioventricular block,Atrioventricular block,HP_0001678,24.817507898288927
Extra toes,Extra kidney,HP_0000075,12.057698883885976
Supernumerary toes,Supernumerary kidney,HP_0000075,12.88981074616633
Additional digits on foot,Additional cusp,HP_0033777,15.850406137723406
Excess toes,Mandibular excess,HP_0000303,10.823736310988231
Multidactyly of foot,Abnormality of the foot,HP_0001760,10.27282596019149
Wide 3rd toe phalanges,Wide phalanges,HP_0006009,17.86421724137742
Expanded phalanges of the third toe,Brachydactyly of third toes,HP_0005643,12.749633822566786
Broadened third toe phalanges,Brachydactyly of third toes,HP_0005643,12.749633822566786
Wide bones of the third toe,Wide toe,HP_0001837,15.721398623986083
Enlarged phalanges of the 3rd toe,Enlarged epiphyses of the 3rd toe,HP_0100058,12.9427096954872
Breathing cessation,Breathing cessation,HP_0005943,28.637187236741966
Respiratory failure,Respiratory failure,HP_0002878,21.24452873975556
Respiratory stoppage,Respiratory abnormality,HP_0002086,11.07305513941145
Apnea,Apnea,HP_0002104,25.472826507057093
Asphyxiation,,,-1.0
Double Fallopian tubes,Rudimentary fallopian tubes,HP_0008697,18.695435104051214
Duplication of Fallopian tubes,Fallopian tube duplication,HP_0012885,24.632016852041694
Twin Fallopian tubes,Rudimentary fallopian tubes,HP_0008697,18.695435104051214
Fallopian tube twinning,Rudimentary fallopian tubes,HP_0008697,18.695435104051214
Bilateral Fallopian tubes,Rudimentary fallopian tubes,HP_0008697,18.695435104051214
Aortic elastin fiber breakdown,Breakdown of bone,HP_0002797,15.209089365408673
Disintegration of aortic elastic fibers,Aortic elastic fiber fragmentation,HP_0032083,18.840617003816632
Fragmentation of aortic elastin fibers,Aortic elastic fiber fragmentation,HP_0032083,17.203035729024048
Aortic elastic fiber disarray,Aortic elastic fiber fragmentation,HP_0032083,18.840617003816632
Aortic elastic fiber degeneration,Aortic elastic fiber fragmentation,HP_0032083,18.840617003816632
Extended nose,Extended belly,HP_0001538,15.209089365408673
Elongated nose,Elongated nose,HP_0003189,22.93397241584473
Lengthy nose,Abnormality of the nose,HP_0000366,9.462538086355904
Protracted nose,Protracted diarrhoea,HP_0004385,15.850406137723406
Longitudinal nose,Longitudinal ridging,HP_0001807,14.250375411096197
Low blood sugar coma,Coma,HP_0001259,24.917834088058868
Insulin shock,Cardiovascular shock,HP_0030149,15.850406137723406
Diabetic coma,Coma,HP_0001259,24.917834088058868
Severe hypoglycemia coma,Coma,HP_0001259,24.917834088058868
Glucose deficiency coma,Coma,HP_0001259,24.917834088058868
Infrequent menstruation,Irregular menstruation,HP_0000858,14.965272044361734
Scanty periods,Periodic,HP_0025304,22.43440831537803
Irregular menstrual cycles,Menstrual irregularities,HP_0000858,24.09429754403719
Reduced menstrual frequency,Menstrual abnormalities,HP_0000140,14.567772593093935
Sparse menstruation,Irregular menstruation,HP_0000858,14.965272044361734
Lymphatic cancer,Cancer,HP_0002664,20.517379874454925
Lymphatic tumor,Tumor,HP_0002664,17.8433943169167
Lymphatic vessel cancer,Cancer,HP_0002664,20.517379874454925
Lymphatic vessel tumor,Lymphatic vessel tumor,HP_0012797,24.472885460327106
Lymphatic neoplasm,Neoplasm,HP_0002664,18.600351433531824
Exercise-induced shortness of breath,Shortness of breath,HP_0002094,20.711956705687548
Exertional breathlessness,Exertional breathlessness,HP_0002875,30.41817873081734
Exercise intolerance,Exercise intolerance,HP_0003546,25.224862096552013
Difficulty breathing during exercise,Breathing difficulty,HP_0002094,24.251834182321527
Breathlessness on exertion,Exertional breathlessness,HP_0002875,30.41817873081734
Sinus node dysfunction,Schmorl's nodes,HP_0030041,12.772595517151514
Sinoatrial node disease,Sinoatrial node disease,HP_0011704,27.73713754463492
Sinus node disease,Sinus disease,HP_0000246,21.284812238290264
Sinoatrial block,Atrioventricular block,HP_0001678,12.830117557174091
Bradycardia-tachycardia syndrome,Bradycardia,HP_0001662,29.632634449492112
Widespread distal renal tubular acidosis,Renal tubular acidosis,HP_0001947,23.78357498215862
Generalized distal renal tubular acidosis,Renal tubular acidosis,HP_0001947,23.78357498215862
Systemic distal tubular acidosis,Generalised distal tubular acidosis,HP_0004916,17.611871036029136
Generalized distal RTA,Generalized,HP_0012837,17.37838014661695
Widespread distal RTA,Distal,HP_0012839,14.0733722394854
Lung cavity,Dental cavities,HP_0000670,12.663470749643938
Pulmonary hollow,Hollow cheeks,HP_0009938,16.946744401328516
Lung hollow,Hollow cheeks,HP_0009938,16.946744401328516
Pulmonary lesion,Periapical lesion,HP_0000700,11.92007457459334
Lung lesion,Cystic lung lesion,HP_0100632,15.949180709519599
Reduced size of the end part of the last bone of the fifth finger,Fifth finger clinodactyly,HP_0004209,12.300124080719943
Diminished epiphysis of the distal phalanx of the pinky finger,Distal,HP_0012839,14.0733722394854
Underdeveloped end segment of the smallest finger's last bone,Long-lasting pain,HP_0012532,11.86659241820597
Small end part of the last bone of the little finger,Small end part of little finger bone,HP_0009390,16.16174278852965
Miniature epiphysis of the distal phalanx of the 5th digit,Distal,HP_0012839,14.0733722394854
Irregular hip joint structure,Abnormality of the hip joint,HP_0001384,14.535842000820075
Unusual hip joint form,Abnormality of the hip joint,HP_0001384,14.535842000820075
Atypical hip joint shape,Abnormality of the hip joint,HP_0001384,14.535842000820075
Abnormal hip joint anatomy,Abnormality of the hip joint,HP_0001384,18.06541019571166
Deformed hip joint configuration,Abnormality of the hip joint,HP_0001384,14.535842000820075
Poor nutrient absorption,Poor vision,HP_0000505,11.88746142378984
Impaired digestion,Obstruction in digestive tract,HP_0004796,10.200768696895276
Inadequate absorption of nutrients,Inadequate sweating,HP_0000966,15.497464049168894
Digestive insufficiency,Renal insufficiency,HP_0000083,12.094060985901919
Inefficient nutrient absorption,,,-1.0
Muscle Calcification,Calcification of muscles,HP_0100249,17.828477023268395
Muscular Calcification,Muscular hypotonia,HP_0001252,11.953374368245065
Calcified Muscles,Calcified myocardium,HP_0006690,14.965272044361734
Muscle Mineralization,Increased Mineralization of skull,HP_0004330,9.262353640679423
Mineral Deposition in Muscles,Corneal deposits,HP_0000531,12.51272037517635
Irregular infraorbital artery structure,Abnormality of infraorbital artery,HP_3000060,16.5943015588168
Unusual infraorbital artery form,Abnormality of infraorbital artery,HP_3000060,16.5943015588168
Atypical infraorbital artery shape,Abnormality of infraorbital artery,HP_3000060,16.5943015588168
Aberrant infraorbital artery configuration,Abnormality of infraorbital artery,HP_3000060,16.5943015588168
Non-standard infraorbital artery anatomy,Abnormality of infraorbital artery,HP_3000060,16.5943015588168
Unusual myotilin in muscle fibers,Abnormal muscle fiber myotilin,HP_0030226,18.116836607234376
Atypical myotilin in muscle fibers,Abnormal muscle fiber myotilin,HP_0030226,18.116836607234376
Irregular muscle fiber myotilin,Abnormal muscle fiber myotilin,HP_0030226,18.116836607234376
Aberrant myotilin in muscle fibers,Abnormal muscle fiber myotilin,HP_0030226,18.116836607234376
Non-standard muscle fiber myotilin,Abnormal muscle fiber myotilin,HP_0030226,18.116836607234376
Flat metacarpal heads,Flat head,HP_0001357,21.140787382704715
Compressed metacarpal heads,6 metacarpals,HP_0001501,17.141852546983532
Depressed metacarpal heads,Depression,HP_0000716,21.212437028463157
Squashed metacarpal heads,6 metacarpals,HP_0001501,17.141852546983532
Crushed metacarpal heads,6 metacarpals,HP_0001501,17.141852546983532
Profound deafness,Profound,HP_0012829,24.677187816889948
Significant hearing loss,Hearing loss,HP_0000365,20.780983323404556
Major auditory impairment,Auditory hallucination,HP_0008765,12.208449258353564
Severe hearing deficiency,Severity,HP_0012824,18.813201617214062
Extreme hearing disorder,Extreme thirst,HP_0001959,11.793472482561217
Triangular form of the end bone of the third finger,X-linked form,HP_0001417,13.154037147491087
Third finger's distal phalanx with triangular shape,Short distal phalanx of the third finger,HP_0004180,14.515948134144194
Triangular end bone of the third digit,Triangular end part of bone,HP_0010587,11.994425618181241
Triangular distal phalanx of the third finger,Short distal phalanx of the third finger,HP_0004180,14.515948134144194
Triangular shaped end segment of the 3rd finger,Triangular shaped phalanges of the 3rd finger,HP_0009446,13.904268194748454
One-sided undescended testicle,Undescended testes,HP_0000028,15.850406137723406
Single-sided cryptorchidism,Cryptorchidism,HP_0000028,26.594216257813052
Unilateral undescended testis,Undescended testis,HP_0000028,29.963157239526968
One-sided testicular maldescent,Testicular degeneration,HP_0000029,13.154037147491087
Unilateral testis nondescent,Undescended testis,HP_0000028,14.112751101803562
Atrioventricular valve atresia,Abnormality of the atrioventricular valves,HP_0006705,16.354923798441444
Atrioventricular valve closure,Abnormality of the atrioventricular valves,HP_0006705,16.354923798441444
Blocked atrioventricular valve,Atrioventricular block,HP_0001678,24.817507898288927
Sealed atrioventricular valve,Abnormality of the atrioventricular valves,HP_0006705,16.354923798441444
Atrioventricular valve occlusion,Abnormality of the atrioventricular valves,HP_0006705,16.354923798441444
Shrinkage of Caudate,Caudate degeneration,HP_0002340,15.497464049168894
Caudate Degeneration,Caudate degeneration,HP_0002340,26.440952368827258
Atrophy of Caudate Nucleus,Caudate atrophy,HP_0002340,25.417347920805874
Caudate Nucleus Atrophy,Caudate atrophy,HP_0002340,25.417347920805874
Degenerative Caudate,Caudate degeneration,HP_0002340,15.497464049168894
Mitral valve insufficiency,Mitral valve insufficiency,HP_0001653,25.80281754850483
Mitral valve leakage,Abnormality of the mitral valve,HP_0001633,17.33421207467862
Mitral valve regurgitation,Mitral regurgitation,HP_0001653,27.787042976488298
Mitral incompetence,Mitral incompetence,HP_0001653,28.59500655633319
Leaky mitral valve,Abnormality of the mitral valve,HP_0001633,17.33421207467862
Eye cloudiness,Cloudy lens,HP_0000518,14.965272044361734
Lens opacity,Lens opacities,HP_0000518,25.553281495810268
Clouded vision,Corneal clouding,HP_0007957,14.965272044361734
Visual impairment,Visual impairment,HP_0000505,20.476712206581773
Opaque eye lens,Clouding of the lens of the eye,HP_0000518,15.331912309070148
Irregular cranial vascular structure,Vascular abnormalities,HP_0002597,12.772595517151514
Unusual head blood vessel formation,Abnormality of blood vessel of head,HP_3000036,15.896247391029661
Atypical head vascular morphology,Atypical behavior,HP_0000708,13.154037147491087
Aberrant head blood vessel structure,Abnormality of blood vessel of head,HP_3000036,15.896247391029661
Non-standard cranial blood vessel configuration,Abnormality of blood vessels,HP_0002597,13.802953060582865
Elevated ribose concentration in cerebrospinal fluid,Increased level of ribose in cerebrospinal fluid,HP_0410073,16.345884708995833
High ribose levels in CSF,Increased level of ribose in CSF,HP_0410073,17.98211951293561
Raised ribose in cerebrospinal fluid,Increased level of ribose in cerebrospinal fluid,HP_0410073,16.345884708995833
Augmented ribose concentration in CSF,Increased level of ribose in CSF,HP_0410073,14.070292281151973
Excessive ribose in cerebrospinal fluid,Increased level of ribose in cerebrospinal fluid,HP_0410073,16.345884708995833
Type 4 truncus arteriosus,Truncus arteriosus,HP_0001660,26.532404530400562
Truncus arteriosus type IV,Type IV truncus arteriosus,HP_0011610,26.71725183908866
Type IV arteriosus truncus,Type IV truncus arteriosus,HP_0011610,26.71725183908866
Type 4 arteriosus truncus,Truncus arteriosus,HP_0001660,26.532404530400562
Arteriosus truncus type IV,Type IV truncus arteriosus,HP_0011610,26.71725183908866
Fragile skin,Fragile skin,HP_0001030,22.597685497672025
Delicate skin,Abnormality of the skin,HP_0000951,8.728751716915399
Fine skin,Fine hair,HP_0002213,14.401125785563783
Paper-thin skin,Thin skin,HP_0000963,19.67224003657376
Weak skin,Weakness,HP_0025406,17.747686240036373
Breakdown of the epiphysis of the middle phalanx of the 5th digit,Breakdown of bone,HP_0002797,15.209089365408673
Disintegration of the epiphysis of the middle phalanx of the little finger,Short middle phalanx of the little finger,HP_0004220,13.078699765466089
Shattering of the epiphysis of the middle phalanx of the pinky finger,Short middle phalanx of finger,HP_0005819,11.07271459042511
Fracturing of the epiphysis of the middle phalanx of the 5th finger,Fractured epiphysis,HP_0041147,18.15743358733943
Splintering of the epiphysis of the middle phalanx of the 5th digit,Abnormality of the epiphysis of the middle phalanx of the 5th finger,HP_0004224,11.623014336807907
Conical epiphysis of the proximal phalanx of the third finger,Short proximal phalanx of the third finger,HP_0009459,14.52726842969706
Cone-like epiphysis of the proximal phalanx of the 3rd digit,bone proximal phalanx of digit 2,HP_0041211,13.90586508155899
Tapered epiphysis of the proximal phalanx of the third finger,Tapered finger,HP_0001182,19.39266074697337
Pointed epiphysis of the proximal phalanx of the 3rd finger,Pointed proximal metacarpals,HP_0006119,14.382585454592233
Pyramidal epiphysis of the proximal phalanx of the third digit,Pyramidal signs,HP_0007256,13.986149009771436
Breakdown of the 3rd toe's epiphyses,Breakdown of bone,HP_0002797,15.209089365408673
Disintegration of the epiphyses in the third toe,Brachydactyly of third toes,HP_0005643,12.749633822566786
Shattering of the 3rd toe's epiphyses,Abnormality of the epiphyses of the 3rd toe,HP_0010329,12.74933473329499
Fracturing of the epiphyses of the third toe,Brachydactyly of third toes,HP_0005643,12.749633822566786
Splintering of the 3rd toe's epiphyses,Abnormality of the epiphyses of the 3rd toe,HP_0010329,12.74933473329499
