query_name,hp_desc,hp_id,score
Grade IV fetal intracranial hemorrhage,Grade IV fetal intracranial hemorrhage,HP_0034219,26.332164764614934
Word-finding difficulty,Difficulty finding words,HP_0002381,28.043930548113636
Decreased size of all teeth,Decreased size of all teeth,HP_0006311,21.0072867468013
Fusion involving 1st long bone of hand,Fusion involving 1st long bone of hand,HP_0009703,20.137603886069332
Elevated circulating C14 carnitine concentration,Elevated circulating C14 carnitine concentration,HP_0033465,24.147926758686086
Muscle hypertrophy,Muscle hypertrophy,HP_0003712,18.300597943543103
Blue outer white part of eyeball,Blue outer white part of eyeball,HP_0000592,25.40467646208513
Neck webbing,Neck webbing,HP_0000465,22.302752345180885
Missing deciduous maxillary central incisor,Missing deciduous maxillary central incisor,HP_0011046,23.055398571351027
Blood spots,Blood spots,HP_0000979,20.44093444936333
Increased bone density of end part of the innermost bone of pinky finger,Increased bone density of end part of the pinkie finger,HP_0009388,16.298400892000448
Distorted craniofacial posture,Distorted craniofacial posture,HP_0012179,29.367467949310225
Vision,Abnormality of vision,HP_0000504,11.648262155004668
Decreased femoral torsion,Decreased femoral torsion,HP_0008796,22.661332561071003
Delayed loss of deciduous teeth,Delayed loss of deciduous teeth,HP_0006335,21.860945191865923
Decreased depth of philtrum,Decreased depth of philtrum,HP_0000319,23.98167175454488
Rest tremor,Rest tremor,HP_0002322,25.731234154023376
Decreased width of deciduous teeth,Decreased width of deciduous teeth,HP_0006347,21.583923495686946
Restrictive respiratory disease,Restrictive respiratory disease,HP_0002091,23.624213267751465
Poorly formed palmar creases,Poorly formed palmar creases,HP_0006184,27.2306813475339
Abnormal T-lymphocyte activation,Abnormal T lymphocyte activation,HP_0410035,18.78044791462556
Absent outermost pinkie finger bone,Absent outermost pinkie finger bone,HP_0009246,15.588629140799465
Simian line,Simian line,HP_0000954,27.90810502160938
Bilateral fourth metatarsal shortening,Bilateral fourth metatarsal shortening,HP_0004689,23.955373935993638
Raised intraocular pressure,Raised intraocular pressure,HP_0007906,29.15710230947394
Absent/small middle finger,Absent/small middle finger,HP_0009318,15.422103431733959
Persistant truncus arteriosus,Persistent truncus arteriosus,HP_0001660,26.735188723065935
Broad middle bone of middle finger,Broad finger,HP_0001500,15.456608809521121
Precociously ossified tarsal bones,Precociously ossified tarsal bones,HP_0008108,24.908792549505826
Benign eye tumor,Benign eye tumor,HP_0001140,23.39706514096228
Malformation of cartilage of nose,Malformation of cartilage of nose,HP_0030027,21.97570765922172
"Muscle weakness, progressive","Muscle weakness, progressive",HP_0003323,19.811853587108047
Presence of anti-NMDAR antibody in blood,Presence of anti-NMDAR antibody in blood,HP_0032264,24.7043541628784
Hypoplasic terminal phalanges,Hypoplasic terminal phalanges,HP_0009882,25.7701706196746
Hypertrophy of nasal tip,Hypertrophy of nasal tip,HP_0005274,21.09472026040162
Increased serine blood concentration,Increased serine blood concentration,HP_0500138,19.660109164114125
Decreased international normalized ratio,Decreased international normalized ratio,HP_0032198,25.66342312060585
Absent/underdeveloped middle bone of pinky finger,Absent/underdeveloped pinkie finger,HP_0006262,16.511420363839743
"Teeth, malposition",Malposition of teeth,HP_0000692,23.637463236759213
Chubby cheeks,Chubby cheeks,HP_0000293,29.610215150972454
Decreased parathyroid hormone secretion,Decreased parathyroid hormone secretion,HP_0000829,23.838185361886005
Underdeveloped teeth enamel,Underdeveloped teeth enamel,HP_0006297,20.610681243647402
Oculodermal melanocytosis,Oculodermal melanocytosis,HP_0009920,32.79715053905192
Absent/small outermost bone of pinky finger,Absent/small outermost bone of pinkie finger,HP_0009239,16.021610957819973
Skin fragility,Fragile skin,HP_0001030,22.597685497672025
Swollen lymph nodes affecting all regions of the body,Swollen lymph nodes,HP_0002716,27.68096862378838
Telangiectasia of mucosa of nose,Telangiectasia of mucosa of nose,HP_0000434,23.866499801986
Repeated seizures without recovery between them,Repeated seizures without recovery between them,HP_0002133,29.469031507757503
Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase deficiency,Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase deficiency,HP_0100950,29.422746741031652
Renal collecting system anomalies,Collecting,HP_0030212,24.677187816889948
Central pulverulent cataract,Pulverulent cataract,HP_0010693,26.776221851447502
Caliectasis,Caliectasis,HP_0100581,29.632634449492112
Hyperreflexia in lower limbs,Hyperreflexia,HP_0001347,24.677187816889948
Hidden ear,Hidden ear,HP_0011252,26.495186771465704
Visual aura,Visual aura,HP_0011165,23.060445480526287
Abnormal shape of pituitary fossa,J-shaped pituitary fossa,HP_0002680,21.71541073032127
Glucocorticoid-remediable familial primary aldosteronism,Glucocorticoid-remediable familial primary aldosteronism,HP_0011739,31.044119356981952
Pyoderma fistulans significa,Pyoderma fistulans significa,HP_0040154,35.150709010724306
Malformation of tooth enamel,Malformation of tooth enamel,HP_0000682,22.063217340147446
H-shaped dimple of the chin,Chin dimple,HP_0010751,24.523201371287687
Cupping of wide portion of long bone of hand,Cupped wide portion of hand bones,HP_0004273,21.10625825553093
Sclerosis of the phalanges of the thumb,Sclerosis of the phalanges of the thumb,HP_0100922,19.099170261980827
Steep mandibular plane angle,Steep mandibular plane angle,HP_0005446,30.37717407591285
Abnormal innermost bone of ring finger,Abnormal innermost bone of ring finger,HP_0009284,15.450343168235364
Hopping,Hopping,HP_5200134,29.632634449492112
Decreased purine level,Decreased purine level,HP_0004369,20.337454155268695
Deficiency of anterior nasal spine,Deficiency of anterior nasal spine,HP_0010666,22.101196625353285
Decreased serum immunoglobulin,Decreased serum immunoglobulin,HP_0004313,20.082925523200423
Dermographism,Dermographism,HP_0011971,29.632634449492112
Lingual hypokinesia,Lingual hypokinesia,HP_0000183,26.32120036015712
Oesophagitis,Oesophagitis,HP_0100633,28.511244698736153
Hypocupremia,Hypocupremia,HP_0011967,29.632634449492112
Lower limb fracture,Lower limb fracture,HP_0041081,19.258311854665816
Disseminated Bacillus Calmette-Guerin infection,Disseminated Bacillus Calmette-Guerin infection,HP_0020087,33.59712610164683
Eyelids stay open at night,Eyelids stay open at night,HP_0030002,26.699046380131662
Hypertrophy of half of face,Hypertrophy of half of face,HP_0005323,23.931131339105054
Abnormal urinary odour,Abnormal urinary odour,HP_0012088,20.868074724600817
Broad upturned nose,Upturned nose,HP_0000463,23.024378837362722
Atrophy/Hypoplasia of the cerebellum,Atrophy/Hypoplasia of the cerebellum,HP_0007360,22.187307575660704
Blindism,Blindism,HP_0001483,29.632634449492112
Elevated follicle stimulating hormone,Elevated follicle stimulating hormone,HP_0008232,24.540186332193883
Thickened skull cap,Thickened skull cap,HP_0002684,24.8958648658137
Fatty stool,Fatty stool,HP_0002570,24.650861090758774
Partial/complete duplication of the middle phalanx of the 2nd toe,Partial/complete duplication of the middle phalanx of the 2nd toe,HP_0010412,17.934080215278364
Decreased IgE,Decreased IgE,HP_0005479,18.655609619276817
Camptodactyly of the 3rd finger,Camptodactyly,HP_0012385,22.64725849906027
Premature tooth eruption,Premature tooth eruption,HP_0006288,22.223845149130316
Abnormal liver enzymes,Abnormal liver enzymes,HP_0002910,20.425046830664474
Cauliflower teeth,Cauliflower teeth,HP_4000168,26.016435044993795
Thick eyelids,Thick eyelids,HP_0030939,20.764693974732957
Dependant oedema,Dependant oedema,HP_0010741,24.44885277069792
Rectum protrudes through anus,Rectum protrudes through anus,HP_0002035,30.831599031418264
Absent/underdeveloped bones of 4th toe,Absent/underdeveloped 4th toe,HP_0010337,16.615581239263612
Partial/complete duplication of the proximal phalanx of the 5th finger,Partial/complete duplication of the proximal phalanx of the 5th finger,HP_0009990,18.309112246576305
Bullet-shaped bones of the 2nd toe,Bullet-shaped bones of the 2nd toe,HP_0010349,16.75497750408917
Midline cleft of maxillary alveolar process,Midline cleft of maxillary alveolar process,HP_0009084,24.25541284524528
Cortical visual impairment,Cortical visual impairment,HP_0100704,22.349361038601156
Short little toe bone,Short little toe,HP_0011917,16.821692281571778
Bowel hemangioma,Bowel hemangioma,HP_0410267,24.893150954636262
Endodontic abnormality,Endodontic abnormality,HP_0006479,21.98733970770453
Hypoplasia of the pupil dilator muscle,Dilated pupil,HP_0011499,24.084653113081842
Increased thickness of bone of skull base,Thick skull base,HP_0002737,22.754339743777013
Syphilitic primary incisor,Syphilitic primary incisor,HP_0012413,25.451779091936437
Premature greying,Premature greying,HP_0002216,24.00192174091478
Localised periodontal disease,Localised periodontitis,HP_0011059,26.23464298362303
Axonal peripheral neuropathy,Axonal neuropathy,HP_0003477,26.371416697694286
Abnormality of urine Ca concentration,Abnormality of urine Ca concentration,HP_0011280,19.20942033569634
Malformation of cranium shape,Malformation of cranium shape,HP_0000267,20.901731576292345
Loss of subcutaneous adipose tissue from extremities,Loss of subcutaneous adipose tissue from extremities,HP_0003635,24.631627734875018
Large fontanels,Large fontanel,HP_0000239,21.624640666968443
Cafe au lait spots,Cafe au lait spots,HP_0000957,30.742850513541207
Everted lips,Everted lips,HP_0012472,24.07188467420655
Partial dyscognitive seizure,Dyscognitive seizures,HP_0002384,23.76769304087714
Absent kneecap,Absent kneecap,HP_0006443,21.89357991269522
Oral clefting,Oral cleft,HP_0000202,20.66046140931595
Angiomyolipoma,Angiomyolipoma,HP_0006772,26.594216257813052
Straw colored hair,Straw colored hair,HP_0002286,26.2491778727982
Recurrent colds,Coldness,HP_0033850,26.167883661065325
Flared outermost metaphysis of shinbone,Flared outermost metaphysis of shinbone,HP_0030308,24.383642824080365
Zonule of zinn abnormality,Zonule of zinn abnormality,HP_0012628,26.364616543516313
Generalised joint laxity,Generalised joint laxity,HP_0002761,23.099166579870978
Increased levels of alpha fetoprotein,Increased levels of alpha fetoprotein,HP_0006254,20.778608124901528
Abnormality of the endomycoardium,Abnormality of the endomycoardium,HP_0004306,21.98733970770453
Ureteric reflux,Ureteral reflux,HP_0000076,27.9629665365706
Red scaly skin caused by inflammatory skin disease,Scaly skin,HP_0040189,24.579157854638805
Increased bone density of end part of the little finger,Increased bone density of end part of the little finger,HP_0009388,16.599594540035476
Foamy macrophages,Foamy macrophages,HP_0003651,28.95142105413317
Prematurely aged facial appearance,Premature aged appearance,HP_0005328,24.506459403120775
Abnormality of femoral epiphysis,Abnormality of femoral epiphysis,HP_0006499,16.793742611345976
Increased ossification of facial bones,Increased ossification of facial bones,HP_0005465,17.005946554866227
Malformation of the upper lip vermillion,Malformation of the upper lip vermillion,HP_0011339,23.093897100929674
Failure of tooth eruption due to mucopolysaccharidoses,Failure of tooth eruption due to mucopolysaccharidoses,HP_0006326,25.40899433254271
Reduced proportion of CD4+ central memory cells,Reduced proportion of CD4+ central memory cells,HP_0410388,22.143465728556166
Increased phospho-creatine kinase after exercise,Increased phospho-creatine kinase after exercise,HP_0008331,26.108587898236372
Facial weakness,Facial weakness,HP_0030319,19.230405224950008
Swollen lymph nodes in centre of chest,Swollen lymph nodes in centre of chest,HP_0100721,28.25897384733571
"Decreased visual acuity, slowly progressive",Slowly progressive,HP_0003677,25.590209595962882
Primarily generalised tonic-clonic seizures,Primarily generalised tonic-clonic seizures,HP_0025190,25.010444629118155
Increased arm-leg blood pressure gradient,Increased arm-leg blood pressure gradient,HP_0020142,24.383188598673364
Pelvic floor myalgia,Myalgia of pelvic floor,HP_0030017,30.095517365689787
Ankyloblepharon filiforme adnatum,Ankyloblepharon filiforme adnatum,HP_0009755,35.150709010724306
Broken tibia,Broken tibia,HP_0041143,27.140186157262526
Exaggerated thoracic kyphosis,Exaggerated thoracic kyphosis,HP_0002942,28.694926947343284
Decreased proportion of gammadelta T cells,Decreased proportion of gammadelta T cells,HP_0500271,22.35440444418648
Limb weakness,Limb weakness,HP_0003690,19.011012865016404
Abnormality of the zygomatic arch,Abnormality of the zygomatic arch,HP_0005557,20.67218691922204
Oligospermia,Oligospermia,HP_0000798,29.632634449492112
Decreased circulating threonine levels,Decreased circulating threonine levels,HP_0500136,19.515998949311744
Abnormal circulating CPK concentration,Abnormal circulating CPK concentration,HP_0040081,18.812472129726977
Depressed bridge of nose,Depressed bridge of nose,HP_0005280,22.929661313388333
Non-immune foetal hydrops,Non-immune foetal hydrops,HP_0001790,26.552608692789697
Peg-shaped incisors,Peg shaped incisors,HP_0011065,21.184884478055043
Hole in centre of heart,Hole in centre of heart,HP_0006695,26.52519397296848
Absent thumbs,Absent thumb,HP_0009777,16.068863038761585
Abnormal vein,Abnormal vein,HP_0002624,15.52462543681094
"Distal sensory loss, upper and lower limbs",Distal sensory loss,HP_0002936,20.78212085074706
Deep central tongue groove,Deep central tongue groove,HP_0002711,24.214714976647873
Schwannomas,Schwannomas,HP_0100008,26.594216257813052
Abnormality of colour of front teeth,Abnormality of colour of front teeth,HP_0006290,20.076266618046223
Absent/small hand bones,Small hand,HP_0200055,16.112996723200748
Wide innermost finger bones of the hand,Wide innermost finger bones of the hand,HP_0009852,16.538788279393916
Deviation of mandible,Deviation of mandible,HP_0009940,22.321037887288703
Decreased size of paranasal sinus,Decreased size of paranasal sinus,HP_0006784,22.3174995563852
Notched nasal alae,Notched nasal alae,HP_0003191,22.8956861263398
"Increased urine 8-oxo-7,8-dihydroguanosine","Increased urine 8-oxo-7,8-dihydroguanosine",HP_0033984,25.304653196326804
Easy bruisability,Easy bruisability,HP_0000978,31.51451699442245
Pauses in breathing while sleeping,Pauses in breathing while sleeping,HP_0010535,29.526624222130394
Flat facies,Flat facies,HP_0012368,24.00954431844404
Difficulty in standing,Difficulty in standing,HP_0003698,27.417538623762233
Sternal anomalies,Sternal anomalies,HP_0000766,23.412130103709643
Abnormal dental eruption,Abnormal dental eruption,HP_0006292,19.22807974680897
Elevated urinary 2-oxoglutarate,Elevated urinary 2-oxoglutarate,HP_0012402,23.976984160213334
Accelerated wrist bone maturation,Accelerated wrist bone maturation,HP_0004233,22.68840832577869
Decreased plasma TSH,Decreased plasma TSH,HP_0031098,23.02479729494081
Weakness of extraocular eye movement,Weakness of extraocular eye movement,HP_0000597,23.69153911821294
Joint disease,Joint disease,HP_0001367,19.109940947241725
Duplication of phalanx of thumb,Duplication of phalanx of thumb,HP_0009942,17.030641128709277
