query_name,hp_desc,hp_id,score
Abnrmal alz extrnal gnnitalia morpolgy,,,-1.0
Abnormalafemal eexternlalgenitoasia,,,-1.0
Abnamailty x ffemale qetrnal genitalia,Intersex genitalia,HP_0000062,12.131278744836777
bnormax litorisj moarphology,,,-1.0
dbonrmali tyof the clit,Abnormality of the clit,HP_0000056,16.305427629013778
Abnoramlitry of thg tclitorxs,,,-1.0
Anourwmal labeia morpcology,,,-1.0
iebnowmaliby of the labia,Abnormality of the labia,HP_0000058,12.951845433404163
Hyoplastic labxa mjora,,,-1.0
Hypoulasia of labi mapjora,,,-1.0
Smalsl labia mpaora,Abnormality of the labia,HP_0000058,12.951845433404163
Underevelopd vaginal lps,Vaginitis,HP_0030683,22.538786265894167
Clitoralchypoplaifia,,,-1.0
Hypopvlastrcclitoris,,,-1.0
Smaxl clitris,,,-1.0
Undeprdrevelopeb clit,Abnormality of the clit,HP_0000056,16.305427629013778
"mbiguousueitalia, female","Hypogonadism, female",HP_0000134,12.51272037517635
Amypccalhaapparance of femalz gwenitals,,,-1.0
Albigouus genitapiag due to vitrilzatio,Seizures due to hypocalcemia,HP_0002199,8.137182427546817
Anbiguous ogenialia,,,-1.0
Ambiguous exbernolzgenivala,Ambiguous genitalia,HP_0000062,14.250375411096197
Ambgiguosu external gewiuala at brithp,External ophthalmoplegia,HP_0000544,11.235421344123077
ntersex genittalia,,,-1.0
Fusd labai minqra,,,-1.0
eFused inwer lips,Abnormal lip,HP_0000159,9.67075888864277
Hyposalasticylabia minoora,,,-1.0
Unxnerdeevlopde inner ips,Fused inner lips,HP_0000063,8.468605473826209
Labial wypertrlphv,Labial hypertrophy,HP_0000065,13.385917190924514
Elrageed vaginalalips,,,-1.0
Envlatrement fof the labia,Abnormality of the labia,HP_0000058,12.951845433404163
Eqaruement o th evaminal lips,Abnormal lip,HP_0000159,9.67075888864277
Labial ygoplasdia,Labial hypertrophy,HP_0000065,13.385917190924514
Hqpopvastic labiga,,,-1.0
hUzndereveloped lqbia,,,-1.0
rUitghral atresia,Urethral atresia,HP_0000068,11.88746142378984
Absezt urethcal opeinn,,,-1.0
Uerthral oennigq absent,Absent kidney,HP_0000104,7.139512038576924
Abnormalnit f the uyrete,,,-1.0
mAbnrmalty ofithe ureters,Abnormality of the ureters,HP_0000069,13.471434329488824
Urter issue,Ureter issue,HP_0000069,12.772595517151514
Uretecal anomleis,,,-1.0
Ureteralvotenoiss,,,-1.0
Narrowfiabng of the reter,,,-1.0
Hdrourete,,,-1.0
ilated upreter,,,-1.0
Meugareter,,,-1.0
Swelinlg of urteer,,,-1.0
Urketyral tilatation,,,-1.0
Wide uerer,Wide ureter,HP_0000072,9.401039471577375
Urouaeter,,,-1.0
Ueteral duplicjtkon,,,-1.0
Duoble uretyer,,,-1.0
Ureteroperlvicujcotin obstruction,Lymphatic obstruction,HP_0001004,12.094060985901919
Pelviquretehric junctionozbstuctino,,,-1.0
Ureteroeplvc junctions etnoisi,Junctional split,HP_0003341,13.304787521958673
Redal dupliatio,,,-1.0
Extra kidejy,Extra kidney,HP_0000075,12.057698883885976
Sueprnumfraryk iney,,,-1.0
Vesicourueteralreflux,,,-1.0
Uretrla reilux,,,-1.0
Ufeteric refnlx,,,-1.0
cesico-ueteral eflux,,,-1.0
weicoureaeric erflux,,,-1.0
Abnormaliyt okthe ioney,,,-1.0
Abnormla kinney,,,-1.0
Rnll anomalie,Anomaly of the testes,HP_0000035,10.10734258175097
Renhl anomvly,,,-1.0
Abnormlneiy of thke gential system,Abnormality of the reproductive system,HP_0000078,7.304599897428907
Gneital abnowrmalitijs,,,-1.0
Genitalkabnoroalty,,,-1.0
Gzential anomales,Anomalous carpal bones,HP_0001191,8.696594562491978
Geniwtsl deiects,,,-1.0
Abnormality of thce rhproductiyve xkystmpem,Abnormality of the testis,HP_0000035,5.040595306376012
Abnordaflitj of feh urinary sytem,Urinary urgency,HP_0000012,10.193441755934009
Uqrinary trcnt abnormalctiep,,,-1.0
Urinar ytruact anbomlity,,,-1.0
Urqiary tract anomaies,Urinary tract infections,HP_0000010,7.379084332407427
Abnormality ofs erprfouctive sysutea nphsiolggy,Abnormality of the testis,HP_0000035,5.040595306376012
Abnormoality f genital dpyiology,Genital abnormalities,HP_0000078,13.016412838198448
jental fuectionar anbormality,,,-1.0
Duplicaet ncollectxing ysstem,,,-1.0
Double cllecting systeym,Double ureter,HP_0000073,11.88746142378984
Double ubianry collectting syestemnson intarvneo upelyography,Double ureter,HP_0000073,11.88746142378984
Dulex collecoig ssytem,,,-1.0
Duplicated renal cllectin gscbnte,Duplicated thumbs,HP_0009942,13.227617008441886
Renal isukficciency,Renal duplication,HP_0000075,9.322592893629906
Renal failure,Renal failure,HP_0000083,19.494066493974014
Reyynal failuer in adulohod,,,-1.0
Horseshoe kizmdney,Horseshoe kidney,HP_0000085,15.850406137723406
Fused kdfeys,Fused kidneys,HP_0000085,10.344192130401597
Horseshoebkdienys,,,-1.0
Ectopfic kidneh,,,-1.0
Abnormal kiney loctaijopn,Abnormality of the testis,HP_0000035,5.040595306376012
Displeacced kidne,,,-1.0
jctopicl ekidneys,,,-1.0
Renal echtopa,Renal duplication,HP_0000075,9.322592893629906
Renal hyppopsaia,Renal duplication,HP_0000075,9.322592893629906
Hypoplastic kidv,Hypoplastic uterus,HP_0000013,8.924384962271409
Hypopaslltic kidneys,Multicystic kidneys,HP_0000003,10.381120230554208
Smallq ikdneys,,,-1.0
Underdevelopehdk idnye,,,-1.0
Nephronohthsisi,,,-1.0
juvxenilep nehhronophthvsis,,,-1.0
Abnormral rfea tubule mrphology,Abnormality of the renal tubule,HP_0000091,10.479109118096513
bnorwalaty of tereanl tubule,Abnormality of the renal tubule,HP_0000091,10.479109118096513
orphologirnc abnormvliqty of teh renal tubules,Abnormality of the renal tubule,HP_0000091,17.007053809402358
Reaen tubulara trophy,,,-1.0
zRenol tuobular cell atropyh,Abnormal T cells,HP_0002843,8.373182976593037
Tubular shroplhy,Tubular atrophy,HP_0000092,11.256941156030841
Proteainuia,,,-1.0
Hjigh urin promtein lveels,Protein in urine,HP_0000093,9.367879309951878
Protnei io urine,Protein in urine,HP_0000093,9.367879309951878
Aboinraml renal gluomeurlus omrphology,Renal duplication,HP_0000075,9.322592893629906
ebnormalithy o frenllomerulus mrphology,,,-1.0
Morpholoic anormality of teh ren lglomerulus,,,-1.0
Gllmuqular scerosis,,,-1.0
Rean glomerfuwr fibrosis,Liver fibrosis,HP_0001395,12.88981074616633
Glomerulodclebsois,,,-1.0
Focalsgeemntal glmoertlosclegosis,,,-1.0
okocal nad shgmental glomerular sckceross,Glomerular sclerosis,HP_0000096,12.094060985901919
ocal and segmental lomrefloclrsois,Focal and segmental glomerulosclerosis,HP_0000097,8.216325985954702
fcal glomeurlosclerosis,,,-1.0
Tall tsture,Tall stature,HP_0000098,14.112751101803562
Acceljerateq litear growth,Abnormal growth,HP_0001507,10.551923891399557
nuIcrxeasde body height,Abnormality of body height,HP_0000002,15.90845513415
Increased lineasu growth,Increased linear growth,HP_0000098,12.141355914912314
Glomertulonpehritsi,,,-1.0
Golmerulgr nephritsin,,,-1.0
Ngexhreotic syndrome,Nephrotic syndrome,HP_0000100,11.07305513941145
Nephrosivs,,,-1.0
Polyrria,,,-1.0
Increisedx urine outpt,Protein in urine,HP_0000093,9.367879309951878
Renbalwagenesis,,,-1.0
Absentk vdney,,,-1.0
kissing dkidney,Angel's kiss,HP_0007616,16.946744401328516
Reynal aplaia,,,-1.0
Enarged kidqnqey,,,-1.0
Largeakjdneys,,,-1.0
Nephromealyc,,,-1.0
enal enlargmeent,,,-1.0
Largekidneh,,,-1.0
Renal cypts,Renal duplication,HP_0000075,9.322592893629906
idney qcyst,,,-1.0
Cystimc kidqey isxase,,,-1.0
Cystic kidoneysb,Cystic kidneys,HP_0000107,12.131278744836777
Rxenal custs,,,-1.0
Rvnqf corticomeullarly cysts,Kidney cyst,HP_0000107,10.697134218956108
Coritcoemdullary reonl cysts,Kidney cyst,HP_0000107,10.697134218956108
Rnal corgicomeulalry cydstic idseaxse,,,-1.0
Renal dydslsia,Renal duplication,HP_0000075,9.322592893629906
ypslasticbkidneys,,,-1.0
Renal uadsplasea,Renal duplication,HP_0000075,9.322592893629906
Nephrogathyv,,,-1.0
Kdeny damage,Kidney damage,HP_0000112,14.401125785563783
Kdney idsease,,,-1.0
Ploycystic kidnlyadysplxasoa,,,-1.0
nEalrged polycystsc kdenys,,,-1.0
Ploycystc kirneys,,,-1.0
Ptlycystic mkidney isasre,,,-1.0
oximal tubulspauhy,,,-1.0
Pzoxima lrenal tzubule dfebct,,,-1.0
aPrllximal renal tubpulopathy,Renal duplication,HP_0000075,9.322592893629906
Proximalu tbula defoct,,,-1.0
Proxizal tubuue kyfsunctivon,,,-1.0
Selecthive proximal tjubula rdmage,Proximal tubulopathy,HP_0000114,8.07434508967459
Renal sphsphtae wasbing,Renal duplication,HP_0000075,9.322592893629906
xecreasedrval tubular phokppate reasorption,Tubular atrophy,HP_0000092,11.256941156030841
Dereaesd tdbulor mziamtum for shphqsphate reabsortpion per gomerular filtrhatijonp rate,Fast heart rate,HP_0001649,8.984013219478188
Tublar phosphat refabosrtpbon low,Tubular phosphate reabsorption low,HP_0000117,11.424012913510673
Abnormlitbo f te genitouinard systemu,,,-1.0
Anormasityof the GU msystme,Abnormality of the GU system,HP_0000119,10.64983694078888
eGntiouirnary jbnormagity,,,-1.0
Gtenitourieary traco amalies,,,-1.0
Gexjiturinaytract malformation,Uterine malformations,HP_0000130,10.27282596019149
Urgoenital abnormailtnesx,,,-1.0
Urodenital anmoalies,,,-1.0
Genitourilary dpsease,,,-1.0
teGnitourinaryzysplasia,,,-1.0
Neprhocalcinoin,,,-1.0
Toomujch caclium deaposxind in kidneys,Multicystic kidneys,HP_0000003,10.381120230554208
spcreas dcalcum level in kfdney,AbnormalLDH level,HP_0045040,7.261175750519201
Uniltaeraelerena ageneis,Ageneis of nasal septum,HP_0009935,11.417524174312364
Abnst kidrea on one fide,One nostril,HP_0009932,11.92007457459334
Missning one kidney,Missing one kidney,HP_0000122,15.615930878791813
Single kfidney,Single kidney,HP_0000122,12.465502487401709
ilmteral kidneya genesisk,,,-1.0
Nephriits,,,-1.0
Kidney inflrmmatink,Multicystic kidneys,HP_0000003,10.381120230554208
Renali tuular odysfnucktion,,,-1.0
Abnorma naunction o filtratyng struvctuures tn qkidny,Increased Tn-antigen level,HP_0410372,9.129752331701049
Renalt wbulra defectn,,,-1.0
Renahubula disease,Kidney disease,HP_0000112,9.892215263296842
Pelvi ckidnmy,Narrow pelvis,HP_0003275,12.419653428597002
Sacral eidaney,Sacral kidney,HP_0000125,14.401125785563783
eRnal saltwwasnting,,,-1.0
Loss ofeslt in urine,Loss of salt in urine,HP_0000127,13.287743461199373
yjRnal salt-wasting,Salt wasting,HP_0000127,26.07456112618317
Salt awcting,Salt wasting,HP_0000127,14.250375411096197
nSaltw-asting,Elevated serum AST,HP_0031956,11.86659241820597
enal potsasiumwasting,,,-1.0
Rene lK wastng,,,-1.0
Anaormality of he uvers,,,-1.0
Utesne abnomraliites,,,-1.0
Utterine maflormaiyons,,,-1.0
Uterise eliomyoam,,,-1.0
Beigvn uutine leiomyomas,Uterine leiomyoma,HP_0000131,14.965272044361734
tUeine fibrod,,,-1.0
Mkenorrxhagia,,,-1.0
Abnormayl heevy bleedipngadruing mensturation,,,-1.0
bAnormallty havyp eriods,,,-1.0
gHypermeorrhea,,,-1.0
Gvnadal dsgensis,,,-1.0
Mide gonadl dyrsgenesis,,,-1.0
Pure gnoadaldcsgeneis,Pure gonadal dysgenesis,HP_0000133,11.417524174312364
Femlmle hypogkonadism,,,-1.0
"Hypogonaism, efamel",,,-1.0
Hpyogondism,,,-1.0
ecreaesd aciity f gonads,Gonadal dysgenesis,HP_0000133,13.385917190924514
Agbnormalityo f the vovary,,,-1.0
cAbnomalitof the ovariesb,,,-1.0
vOamian diseas,,,-1.0
Oarian cst,,,-1.0
Cayjstic ubngrmalyities of tihe ovaies,,,-1.0
Cystin ovariles,,,-1.0
Ovarian csyic aonrmalitu,Ovarian disease,HP_0000137,12.561391346908076
Uterigue prolaose,,,-1.0
Saggin utenus,,,-1.0
Abnormality  ofe menstrula cyclj,Abnormality of the testis,HP_0000035,5.040595306376012
Mentsrual nbromalities,,,-1.0
Aaenorrhjea,,,-1.0
Abinozrma bysenceo f menstruation,Irregular menstruation,HP_0000858,14.965272044361734
Abnormax agvina mrrphlogy,,,-1.0
Vagngial maformation,,,-1.0
Recoavgina lfpistula,,,-1.0
Abormal connection ybeween rrctum nh aina,Abnormal atrioventricular connection,HP_0011546,8.521355374845996
Deceased fertiltd,,,-1.0
Abnormal fretility,Abnormality of the testis,HP_0000035,5.040595306376012
xTransverse avginanl esptue,,,-1.0
Transversjezavginal emmbrafne,,,-1.0
Pjolycstic ovaries,Abnormality of the ovaries,HP_0000137,12.663470749643938
Polycystito avry,,,-1.0
cSloercystic oxaries,,,-1.0
Polycystic vary daieaje,Polycystic kidneys,HP_0000113,14.401125785563783
Vagianl artresa,,,-1.0
Abnormall cosod idor absent vabgina,Absent kidney,HP_0000104,7.139512038576924
Ovariad gonadoblshma,,,-1.0
"pGonadboalstoa, female","Hypogonadism, female",HP_0000134,12.51272037517635
Aplaszia of tmhen uterdus,,,-1.0
Abspentvuterus,,,-1.0
euterus basent,,,-1.0
Abnrmlityof heid or nekc,,,-1.0
Hkead aud necc abnormalit,,,-1.0
Abnoerpmlity of the mouyh,,,-1.0
Abnorml moudh,,,-1.0
Widm outh,,,-1.0
Broamd muoth,,,-1.0
jarge mouti,,,-1.0
arge okral perture,,,-1.0
Macostomija,,,-1.0
Oral ulgre,Oral ulcer,HP_0000155,10.712416287366924
Muth soe,,,-1.0
rMouth ulcpr,,,-1.0
Oral mjucoesat ulceraiton,Oral ulcer,HP_0000155,10.712416287366924
Abnormavhlityt of th etongue,VII th cranial nerve palsy,HP_0010628,7.418738694790629
nAormal tonge,,,-1.0
Gloal abnormaliry,,,-1.0
Lingual baoramlity,Lingual abnormality,HP_0000157,11.92007457459334
Tongu bnomrality,Abnormal tongue,HP_0000157,10.44465012676683
Macorglosia,,,-1.0
Glosal eypertropdhy,,,-1.0
Lingualzhypeprlasiu,,,-1.0
Lnigual hypertrydphy,,,-1.0
Abnormavlly lfrge toague,,,-1.0
Hyhpeprlasia of jhe toncgue,,,-1.0
Hybpertrohpy of the ongue,,,-1.0
Incrfed size of tongue,Increased size of tongue,HP_0000158,14.347933508187706
Larsge tohngue,,,-1.0
Tongue ypertgrophyu,Abnormal tongue,HP_0000157,10.44465012676683
Abnormal llp pmorphtology,Abnormality of the testis,HP_0000035,5.040595306376012
Abznormwl lip,Abnormal lip,HP_0000159,9.67075888864277
Abtormality of the lip,Abnormal lip,HP_0000159,9.67075888864277
Lp abnoramligy,,,-1.0
Anomalyoc f lip,Abnormal lip,HP_0000159,9.67075888864277
Djefoomiy of lip,Abnormal lip,HP_0000159,9.67075888864277
aMlformatyionk of lip,Abnormal lip,HP_0000159,9.67075888864277
Nfarrw mouth,Mouthing,HP_0000710,19.104595870456514
icrotsomia,,,-1.0
Saml lmouth,,,-1.0
Smkll oral axrture,Oral ulcer,HP_0000155,10.712416287366924
Median clft upperip,Single median incisor,HP_0006315,9.262353640679423
Cenbtral celf upper lic,Abnormality of upper lip,HP_0000177,5.8509565993807175
Midlie cleftn lpi,,,-1.0
Golssoptosi,,,-1.0
osteroird displacemet of thu tmongye,,,-1.0
wingual retractilo,,,-1.0
Retracito nof the toge,,,-1.0
Abnorual ofral czavit ymopholoby,,,-1.0
Abnormality of tzvhhe ora lcvitwy,Abnormality of the testis,HP_0000035,5.040595306376012
Abnormalty ofzthe dentiioen,,,-1.0
Abnoraml dentitiro,,,-1.0
Abnormakl txeth,,,-1.0
Dentwal abnromliities,,,-1.0
Dneal abnomrality,,,-1.0
uenmtalanomalies,,,-1.0
Abnorlmapilty oft he teeth,Abnormal teeth,HP_0000164,9.069690643665279
Dental poblnm,Dental abnormalities,HP_0000164,11.07305513941145
Djxntal problms,,,-1.0
Tlooth abnokrmalties,,,-1.0
Sverd perodontiits,,,-1.0
evere gu diesase,Abnormality of the GU system,HP_0000119,10.64983694078888
Setere prioosdntas disease,Kidney disease,HP_0000112,9.892215263296842
vSevree pyorrhka,,,-1.0
Abonrmaliety fo the gingiava,Delayed maturation fo pubic bone,HP_0008788,7.137990874341021
zbnormanitn of the gums,Abnormality of the gums,HP_0000168,12.248493973851593
Ginwgifyal abnocmality,,,-1.0
Gningival iqbroomatosis,,,-1.0
Gzingiva fibrova,,,-1.0
Giengival fierous nowdles,,,-1.0
Herqdiatr gingival fixbomatsois,Gingivitis,HP_0000230,22.64725849906027
Idiopathic gigival hyperplsaaa,Idiopathic thrombocytopenia,HP_0001973,13.868933780756624
Microglossia,Microglossia,HP_0000171,29.632634449492112
Abtorgallyshmall tongue,Abnormal tongue,HP_0000157,10.44465012676683
Decraesed eize of tnouge,,,-1.0
Hypoglosshwa,,,-1.0
Hypoplasia of tlentonuge,Hypoplasia of the uterus,HP_0000013,8.20408855667387
Hypolpastiqyc tongue,Abnormal tongue,HP_0000157,10.44465012676683
Ligual hypoplaszia,,,-1.0
Rudimentamr tonguj,,,-1.0
Small qongue,Small uterus,HP_0000013,7.848005093152201
Underdevelopmn tt he toingue,,,-1.0
Abnormalv ulys orphology,,,-1.0
Abnromaeity of palatien uvrl,,,-1.0
Abnoryality of mthe uuvla,,,-1.0
Abnomral pltae murpxology,,,-1.0
Asormality ofth plate,Irregular end plates,HP_0003301,9.262353640679423
Abnormalisty ofthe rouof of hemouth,,,-1.0
Plaatl anomaly,Anomaly of the testes,HP_0000035,10.10734258175097
Paate abnrmaliry,,,-1.0
Cleft balate,Cleft of scrotum,HP_0000048,9.948045121949026
Celf tsecondar palate,Abnormality of the palate,HP_0000174,10.470794222433717
Cledth ard adn sot pwlate,ARDS,HP_0033677,29.632634449492112
Clet of harsd andsoft palatb,,,-1.0
Cleft hf paltare,Cleft of scrotum,HP_0000048,9.948045121949026
lCeft rpoof ofmouth,,,-1.0
Palaoschisiis,,,-1.0
Uranostphyochiiss,,,-1.0
mubumcous clft hard paalate,Short hard palate,HP_0010290,9.793499321689293
Pbrtil thicknss clefg hriad papate,,,-1.0
Squbmucosal clefftypalate,,,-1.0
pSuibmucouhs clefting,Cleft of scrotum,HP_0000048,9.948045121949026
Abnormal upze rlip mophlooyg,Abnormality of the testis,HP_0000035,5.040595306376012
Abnomuality of iupper li,,,-1.0
Anomalya oft he qpper lipb,,,-1.0
Derfrmity oftheuwpper lip,Abnormal lip,HP_0000159,9.67075888864277
Mlaformatioon f the uppe laip,,,-1.0
Abngremari lxower lip morphology,Abnormal lip morphology,HP_0000159,12.164778078453004
Abnomaity of lowersldip,,,-1.0
Anomaly ofh elower ulip,Anomaly of the testes,HP_0000035,10.10734258175097
Defovdmity o fth eloer lip,Abnormal lip,HP_0000159,9.67075888864277
Masflormjatiln of txhe lower lip,Abnormality of lower lip,HP_0000178,12.966646290522641
Thick lowerl ip evrhilion,Thick helix,HP_0000391,10.961360620280866
kll lower lip vermilicn,Abnormality of lower lip,HP_0000178,12.966646290522641
Inrceased hdihgt of lowex lip vlezrmiliof,Abnormal lip,HP_0000159,9.67075888864277
Increased volhme pf werlip,Increased aldosterone,HP_0000859,6.787211736103863
Incrnased volue of lwwebr lip xvemmilino,Abnormal lip,HP_0000159,9.67075888864277
Pump loweplip,,,-1.0
Prominet lwoer llp,,,-1.0
Thicf vemliino bforderfof lower lp,Lowered consciousness,HP_0004372,8.846978359228691
Prominent loer lip vemhimion,Prominent lips,HP_0012471,19.77810147039374
hTick red hpart ost he lower avp,Red face,HP_0001041,10.925815713724095
Fullower lip,Abnormal lip,HP_0000159,9.67075888864277
Thick uower elip,Thick helix,HP_0000391,10.961360620280866
Lobulaetd tngeu,,,-1.0
Bumpy otnhgue,Bumpy tongue,HP_0000180,16.946744401328516
Lingual lolue,Lingual abnormality,HP_0000157,11.92007457459334
Lohbolate tongoe,,,-1.0
Movement anormaliety fo ttextongue,Repetitive movements,HP_0000733,10.193441755934009
Abnormliatyn of lindjgual movgment,,,-1.0
Difjiculty in ctonge movemnets,,,-1.0
jDiffclty in lingua lomvements,Lingua plicata,HP_0000221,16.946744401328516
yHhpokinesia of theoxngue,,,-1.0
Linugal hypokieia,,,-1.0
Clct soft palate,Cleft of soft palate,HP_0000185,15.633511225134274
Celft mqscular plabate,,,-1.0
lleft ofsoyft paloate,,,-1.0
Cleftj vezum,,,-1.0
Broad alveolzr rdieg,Broad mouth,HP_0000154,9.147676667267696
Broad apeveolear mfargins,Broad mouth,HP_0000154,9.147676667267696
Wijdned alveola kridges,,,-1.0
Broad lavelaar proceeses of jaw,Broad jaw,HP_0012802,19.2655288011469
gide lveoalr margins,Broad alveolar margins,HP_0000187,9.210830929330632
Wide alvoeoa qprocesseso f jai,Wide ureter,HP_0000072,9.401039471577375
Wide gum idse,Wide gum ridges,HP_0000187,15.159619060583939
Short uppeml ip,Short penis,HP_0000054,8.380197097959362
Decceaed heidht o opper lip,Abnormal lip,HP_0000159,9.67075888864277
Duecreased upperplbialheighkt,,,-1.0
Decvrease dupyer labial lentgh,Labial hypertrophy,HP_0000065,13.385917190924514
Dercease veretijcal lkeength of upper lip,Abnormality of upper lip,HP_0000177,12.622697022707683
oSrtening of uperlip,,,-1.0
Vrtical eficiencycof pppyrl ip,,,-1.0
Nrrow palatl,,,-1.0
Decbreavse dpalatal yidth,,,-1.0
Decraesed trnsterse dimesion ofm palathe,,,-1.0
Narrogwmorof ofmouth,,,-1.0
Abnorkmafl oral frenulunmimorphowloy,Oral ulcer,HP_0000155,10.712416287366924
Abnoromality fo fqenum of tnqogu,Delayed maturation fo pubic bone,HP_0008788,7.137990874341021
Abnorali tof lingual rendum,Lingual abnormality,HP_0000157,11.92007457459334
Abnormfality zf ortal fqrenfula,,,-1.0
Abnomrmatly ofo ra frenum,RA,HP_0001370,28.511244698736153
Accessry oravlfrenuplum,,,-1.0
Acckessory oral frmenum,Oral ulcer,HP_0000155,10.712416287366924
xEtra orlae frenulum,Extra oral frenulum,HP_0000191,9.563530717635514
Extara ral frneum,,,-1.0
Multijle oarl frenlua,,,-1.0
Supernumzruaru oual frenulum,Extra oral frenulum,HP_0000191,9.563530717635514
dupernumerar orvl fernmu,,,-1.0
Bifuid uvulae,Abnormality of the uvula,HP_0000172,12.465502487401709
Bifidpgalatbn uvula,Abnormality of the uvula,HP_0000172,12.465502487401709
Cleft of vuca,Cleft of scrotum,HP_0000048,9.948045121949026
Clcft uvulac,,,-1.0
Forpkedu vula,,,-1.0
Split uvudl,Split uvula,HP_0000193,13.759809013249049
Uvuzla bifxda,,,-1.0
Opem aouth,,,-1.0
